danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4,0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),62y3BHKehWnb1hlaPclDAA,"0iEtIxbK0KxaSlF7G42ZOp,1URnnhqYAYcrqrcwql10ft","Metro Boomin,21 Savage","6641993,16213669","87,89",2018-11-06,day,80,2024-01-08
0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,168347,4,2Grb4G6t9VIqo6moKUloom,Don't Come Out The House (with 21 Savage),62y3BHKehWnb1hlaPclDAA,"0iEtIxbK0KxaSlF7G42ZOp,1URnnhqYAYcrqrcwql10ft","Metro Boomin,21 Savage","6641993,16213669","87,89",2018-11-06,day,72,2024-01-08
0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4,04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),62y3BHKehWnb1hlaPclDAA,"6vXTefBL93Dj5IqAWq6OTv,3TVXtAsR1Inumwj472S9r4","French Montana,Drake","5255986,83626299","73,96",2018-09-20,day,63,2024-01-08
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,62y3BHKehWnb1hlaPclDAA,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,26203362,91,2018-08-03,day,78,2024-01-08
0.779,0.355,10,-8.971,0,0.0789,0.0624,0.0,0.159,0.362,128.805,166960,4,4yVEpUXxYgBwfSOKGTFxv5,REEL IT IN (feat. Gucci Mane) - Remix,62y3BHKehWnb1hlaPclDAA,"3Gm5F95VdRxW3mqCn8RPBJ,13y7CgLHjMVRMDqxdx0Xdo","Aminé,Gucci Mane","1915659,5220799","67,76",2018-11-20,day,49,2024-01-08
0.655,0.814,1,-3.225,1,0.0487,0.1,0.0,0.401,0.142,90.997,190955,4,5kTQa2G88tHnKB1Y6vNTyn,Uptown Vibes (feat. Fabolous & Anuel AA),62y3BHKehWnb1hlaPclDAA,"20sxb77xiYeusSH8cVdatc,2R21vXR83lH98kGeO99Y66,0YWxKQj2Go9CGHCp77UOyy","Meek Mill,Anuel AA,Fabolous","7704881,34266161,2654200","73,86,64",2018-11-22,day,40,2024-01-08
0.541,0.734,7,-4.232,0,0.166,0.0621,0.0,0.12,0.321,162.304,267720,4,0nq6sfr8z1R5KJ4XUk396e,Stay Schemin,62y3BHKehWnb1hlaPclDAA,"1sBkRIssrMs1AbVkOJbc7a,3TVXtAsR1Inumwj472S9r4,6vXTefBL93Dj5IqAWq6OTv","Rick Ross,Drake,French Montana","7103142,83626299,5255986","76,96,73",2012-01-01,day,67,2024-01-08
0.781,0.597,10,-6.794,0,0.23,0.0415,0.0,0.152,0.544,158.043,149949,4,7wcyO1rrH3Ru4t659IjG41,Crushed Up,62y3BHKehWnb1hlaPclDAA,1RyvyyTE3xzB2ZywiAwp0i,Future,15692678,88,2019-01-18,day,58,2024-01-08
0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,4,6uSSupG4TMu3vW8QgynAB6,Startender (feat. Offset and Tyga),62y3BHKehWnb1hlaPclDAA,"31W5EY0aAly4Qieq6OFu6I,5LHRHt1k9lMyONurDHEdrp,4DdkRBBYG6Yk9Ka8tdJ9BW","A Boogie Wit da Hoodie,Tyga,Offset","7919751,6848796,3501668","79,78,79",2018-12-14,day,50,2024-01-08
0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,7xQAfvXzm3AkraOtGPWIZg,Wow.,62y3BHKehWnb1hlaPclDAA,246dkjvS1zLTtiykXe5h60,Post Malone,43068815,87,2019-09-06,day,84,2024-01-08
0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,233040,4,2FUNBaa5DwItJtYEBgAblU,monster,62y3BHKehWnb1hlaPclDAA,1URnnhqYAYcrqrcwql10ft,21 Savage,16213669,89,2018-12-21,day,61,2024-01-08
0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4,1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),62y3BHKehWnb1hlaPclDAA,"0iEtIxbK0KxaSlF7G42ZOp,2hlmm7s2ICUX0LVIhVFlZQ","Metro Boomin,Gunna","6641993,6520604","87,84",2018-11-06,day,84,2024-01-08
0.925,0.397,5,-11.265,1,0.169,0.0889,5.12e-05,0.144,0.429,130.008,132923,4,4NdXQlDTzxbOMkzJGWFtz3,Butterfly Doors,62y3BHKehWnb1hlaPclDAA,3wyVrVrFCkukjdVIdirGVY,Lil Pump,7849798,63,2019-01-04,day,46,2024-01-08
0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,2t8yVaLvJ0RenpXUIAC52d,a lot,62y3BHKehWnb1hlaPclDAA,1URnnhqYAYcrqrcwql10ft,21 Savage,16213669,89,2018-12-21,day,83,2024-01-08
0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4,74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),62y3BHKehWnb1hlaPclDAA,"2rhFzFmezpnW82MNqEKVry,4MCBfE4596Uoi2O4DtmEMz","Ski Mask The Slump God,Juice WRLD","5634073,32077469","72,87",2018-11-30,day,76,2024-01-08
0.742,0.709,1,-3.585,0,0.259,0.126,0.0,0.177,0.324,94.618,136032,4,2gGyUF86bijvQyjcOcJxNw,KIKA (feat. Tory Lanez),62y3BHKehWnb1hlaPclDAA,"7gZfnEnfiaHzxARJ2LeXrf,2jku7tDXc6XoB6MO2hFuqg","6ix9ine,Tory Lanez","6888600,6302994","68,80",2018,year,63,2024-01-08
0.802,0.837,8,-6.269,1,0.13,0.12,0.0,0.288,0.83,124.951,256120,4,119pE59HeIqBiaXHbw7B1M,"Get Low (feat. Nicki Minaj, Tyga & Flo Rida)",62y3BHKehWnb1hlaPclDAA,"6f4XkbvYlXMH0QgVRzW0sM,0jnsk9HBra6NMjO2oANoPY,0hCNtLu0JehylgoiP8L4Gh,5LHRHt1k9lMyONurDHEdrp","Waka Flocka Flame,Flo Rida,Nicki Minaj,Tyga","2684309,8676033,30496118,6848796","64,78,88,78",2012-06-08,day,38,2024-01-08
0.703,0.925,11,-2.499,1,0.121,0.0208,0.0,0.354,0.397,138.946,273093,4,7BbbLiARcvEIhyMCcTRfJr,Same Damn Time (Remix) (feat. Diddy & Ludacris),62y3BHKehWnb1hlaPclDAA,"1RyvyyTE3xzB2ZywiAwp0i,59wfkuBoNyhDMQGCljbUbA,3ipn9JLAPI5GUEo4y4jcoi","Future,Diddy,Ludacris","15692678,1614890,2755957","88,71,75",2012-11-27,day,39,2024-01-08
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,62y3BHKehWnb1hlaPclDAA,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,22394288,86,2019-01-23,day,84,2024-01-08
0.861,0.481,2,-7.309,1,0.343,0.125,1.38e-05,0.0903,0.188,146.992,195736,4,2IoZOYOZDrWCOLoZoYedxQ,One Call,62y3BHKehWnb1hlaPclDAA,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,6520604,84,2019-02-01,day,42,2024-01-08
0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,62y3BHKehWnb1hlaPclDAA,5f7VJjfbwm532GiveGC0ZK,Lil Baby,16366093,86,2018-11-30,day,84,2024-01-08
0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4,1rBjexQsgqXpsS2BrCxaDX,Thotiana,62y3BHKehWnb1hlaPclDAA,3Fl1V19tmjt57oBdxXKAjJ,Blueface,6560895,66,2018-12-18,day,60,2024-01-08
0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,166476,4,0RRm4OS5ymfZryXBuj0G2m,Twerk (feat. Cardi B),62y3BHKehWnb1hlaPclDAA,"37hAfseJWi0G3Scife12Il,4kYSro6naA4h99UJvo89HB","City Girls,Cardi B","2463009,22993357","64,78",2018-11-16,day,64,2024-01-08
0.835,0.659,4,-5.696,1,0.31,0.0123,0.0,0.372,0.579,129.93,195257,4,6PRh0ilIMEP1xlUHqalnkD,Put a Date On It (feat. Lil Baby),62y3BHKehWnb1hlaPclDAA,"6Ha4aES39QiVjR0L2lwuwq,5f7VJjfbwm532GiveGC0ZK","Yo Gotti,Lil Baby","4353152,16366093","64,86",2019-01-25,day,52,2024-01-08
0.793,0.399,7,-7.428,1,0.0951,0.12,0.0,0.124,0.0379,121.949,226600,4,6Z4rmc0uujCpl8yXe3yjgI,Whip (feat. Travis Scott),62y3BHKehWnb1hlaPclDAA,"17lzZA2AlOHwCwFALHttmp,0Y5tJX1MQlPlqiwlOH1tJY","2 Chainz,Travis Scott","8017349,26203362","75,91",2019-03-01,day,44,2024-01-08
0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),62y3BHKehWnb1hlaPclDAA,"31W5EY0aAly4Qieq6OFu6I,7gZfnEnfiaHzxARJ2LeXrf","A Boogie Wit da Hoodie,6ix9ine","7919751,6888600","79,68",2018-12-21,day,74,2024-01-08
0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,219664,4,0hCHNYL8ApQCGNwJrYN1FY,Bad Girls (feat. Gucci Mane),62y3BHKehWnb1hlaPclDAA,"7d3WFRME3vBY2cgoP38RDo,13y7CgLHjMVRMDqxdx0Xdo","Lil Skies,Gucci Mane","5025379,5220799","67,76",2019-03-01,day,51,2024-01-08
0.644,0.501,0,-8.959,1,0.491,0.311,0.0,0.106,0.173,129.828,177000,4,5FxKZ4IajYIRDjAWAboiB4,Pimpin Ain't Eazy,62y3BHKehWnb1hlaPclDAA,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,10072386,80,2019-03-01,day,58,2024-01-08
0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,3J5YrOvX2A0EA0j4BARQ9o,Look Back at It,62y3BHKehWnb1hlaPclDAA,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,7919751,79,2018-12-07,day,53,2024-01-08
0.832,0.649,1,-6.781,0,0.482,0.0252,0.0,0.255,0.699,76.01,189831,4,4bi9YrkOvmg4Eb7h00AW2c,Fall Threw (feat. Young Thug & Gunna),62y3BHKehWnb1hlaPclDAA,"1pPmIToKXyGdsCF6LmqLmI,50co4Is1HCEo8bhOyUWKpn,2hlmm7s2ICUX0LVIhVFlZQ","Rich The Kid,Young Thug,Gunna","3203856,9355686,6520604","66,83,84",2019-03-22,day,44,2024-01-08
0.836,0.636,8,-5.145,1,0.291,0.128,0.0,0.0462,0.847,142.006,161757,4,4gJUBncw0XCMTBHneTjqGx,Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),62y3BHKehWnb1hlaPclDAA,"1pPmIToKXyGdsCF6LmqLmI,6Av6GMCOznZIlHuNcBWgf4,31W5EY0aAly4Qieq6OFu6I","Rich The Kid,Jay Critch,A Boogie Wit da Hoodie","3203856,699679,7919751","66,56,79",2019-03-22,day,42,2024-01-08
0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926,4,0NJp8GyCOWnQh71xKSPfuV,Freaky,62y3BHKehWnb1hlaPclDAA,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6302994,80,2019-03-15,day,54,2024-01-08
0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,170053,4,0fcq51a3gOI6gPvzc0YLsk,Wow. - Remix,62y3BHKehWnb1hlaPclDAA,"246dkjvS1zLTtiykXe5h60,757aE44tKEUQEqRuT6GnEB,5LHRHt1k9lMyONurDHEdrp","Post Malone,Roddy Ricch,Tyga","43068815,10179420,6848796","87,76,78",2019-03-15,day,62,2024-01-08
0.498,0.565,3,-9.3,1,0.131,0.0829,0.000483,0.11,0.167,119.38,262060,4,4cwdcKY6VBhQyz7ti6Bvfo,Nah No Way,62y3BHKehWnb1hlaPclDAA,5aqpAKkseUIPuy9Kkyp2Oq,ST3PH,292,2,2019-03-14,day,4,2024-01-08
0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,3XiNC94b4Tq1xwv70sQJGN,Sanguine Paradise,62y3BHKehWnb1hlaPclDAA,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16484624,85,2019-04-09,day,71,2024-01-08
0.958,0.597,9,-7.092,0,0.111,0.0457,0.0,0.138,0.619,127.931,180453,4,2EGtBS7Ws3ajiSkJLviFJ4,CHopstix (feat. Travis Scott),62y3BHKehWnb1hlaPclDAA,"5IcR3N7QB1j6KBL8eImZ8m,0Y5tJX1MQlPlqiwlOH1tJY","ScHoolboy Q,Travis Scott","4616817,26203362","70,91",2019-04-26,day,53,2024-01-08
0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4,1ThmUihH9dF8EV08ku5AXN,Faucet Failure,62y3BHKehWnb1hlaPclDAA,2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,5634073,72,2018-11-30,day,75,2024-01-08
0.709,0.655,6,-6.746,0,0.0506,0.00868,0.0,0.193,0.289,135.975,244213,4,7yORNsKrSxLIV7qqRFySXl,Do It,62y3BHKehWnb1hlaPclDAA,"0xOtJ5JY4Urje1oVlMd3aS,5bgfj5zUoWpyeVatGDjn6H","Mykko Montana,K CAMP","24136,1658847","32,58",2012-01-01,day,52,2024-01-08
0.861,0.599,7,-7.814,0,0.217,0.182,0.00855,0.102,0.527,100.026,144000,4,1FOINGDWa0dPgCpMabLT4Y,fast,62y3BHKehWnb1hlaPclDAA,4iDroUFo89Y7YBsdDTBmTD,Sueco,554510,60,2019-09-20,day,62,2024-01-08
0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4,7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),62y3BHKehWnb1hlaPclDAA,"50co4Is1HCEo8bhOyUWKpn,6l3HvQ5sa6mXTsMTB19rO5,0Y5tJX1MQlPlqiwlOH1tJY","Young Thug,J. Cole,Travis Scott","9355686,22394288,26203362","83,86,91",2019-05-23,day,69,2024-01-08
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4,59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),62y3BHKehWnb1hlaPclDAA,"4DdkRBBYG6Yk9Ka8tdJ9BW,4kYSro6naA4h99UJvo89HB","Offset,Cardi B","3501668,22993357","79,78",2019-02-22,day,69,2024-01-08
0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4,6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),62y3BHKehWnb1hlaPclDAA,"6AgTAQt8XS6jRWi4sX7w49,6jGMq4yGs7aQzuGsMgVgZR","Polo G,Lil Tjay","10657935,7762838","80,78",2019-06-07,day,80,2024-01-08
0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,7f1zjZG77S891Uv4O68yfk,Baby Sitter (feat. Offset),62y3BHKehWnb1hlaPclDAA,"4r63FhuTkUYltbVAg5TQnk,4DdkRBBYG6Yk9Ka8tdJ9BW","DaBaby,Offset","11554890,3501668","78,79",2019-03-01,day,61,2024-01-08
0.851,0.85,1,-3.4,1,0.0904,0.226,0.0,0.145,0.642,99.975,165605,4,5WJdUrZ4ND1TCZ2AsjYK3P,Broke Leg (with Quavo & Tyga),62y3BHKehWnb1hlaPclDAA,"2jku7tDXc6XoB6MO2hFuqg,0VRj0yCOv2FXJNP47XQnx5,5LHRHt1k9lMyONurDHEdrp","Tory Lanez,Quavo,Tyga","6302994,7128651,6848796","80,77,78",2019-05-31,day,47,2024-01-08
0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299227,4,1kK6DwzyXJSp58u5HYWwuD,"Go Loko (feat. Tyga, Jon Z)",62y3BHKehWnb1hlaPclDAA,"0A0FS04o6zMoto8OKPsDwY,5LHRHt1k9lMyONurDHEdrp,5bWUlnPx9OYKsLiUJrhCA1","YG,Tyga,Jon Z","3205645,6848796,6074483","72,78,69",2019-05-24,day,65,2024-01-08
0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4,4pCEIQ6wBVuaJdER5bALtO,That's a Rack,62y3BHKehWnb1hlaPclDAA,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16484624,85,2019-04-09,day,58,2024-01-08
0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846,4,0yFvWTLs3iIwDbc91noXGT,GRoCERIES,62y3BHKehWnb1hlaPclDAA,"1anyVhU62p31KFi8MEzkbf,6lEhBhAv6HOopjXssi09cq,3CbYyyd8wH3RT6t0jwpdzC","Chance the Rapper,TisaKorean,Murda Beatz","5947668,98712,138572","72,50,57",2019-05-17,day,50,2024-01-08
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,62y3BHKehWnb1hlaPclDAA,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",13737518,84,2019-05-17,day,83,2024-01-08
0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278,4,6ya8ejoKgw906Y8LWclqrp,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),62y3BHKehWnb1hlaPclDAA,"0EeQBlQJFiAfJeVN2vT9s0,757aE44tKEUQEqRuT6GnEB,6q3p11nP1p80Ey6LrOOSed","Nipsey Hussle,Roddy Ricch,Hit-Boy","3356187,10179420,79486","65,76,53",2019-02-15,day,63,2024-01-08
0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792,4,6dPyzkyZwoj9LqjQXOFdVv,Press,62y3BHKehWnb1hlaPclDAA,4kYSro6naA4h99UJvo89HB,Cardi B,22993357,78,2019-05-31,day,65,2024-01-08
0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,141827,4,3WyRgi8CzQnhzO0xw79tTS,Goin Baby,62y3BHKehWnb1hlaPclDAA,4r63FhuTkUYltbVAg5TQnk,DaBaby,11554890,78,2019-03-01,day,62,2024-01-08
0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4,4ZT9FnbFu1PaBfV3itxiqT,I,62y3BHKehWnb1hlaPclDAA,7d3WFRME3vBY2cgoP38RDo,Lil Skies,5025379,67,2019-03-01,day,71,2024-01-08
0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625,4,1Hd2XLitkt1PYCWSbfF5qV,Wish Wish (feat. Cardi B & 21 Savage),62y3BHKehWnb1hlaPclDAA,"0QHgL1lAIqAw0HtD7YldmP,4kYSro6naA4h99UJvo89HB,1URnnhqYAYcrqrcwql10ft","DJ Khaled,Cardi B,21 Savage","10860995,22993357,16213669","74,78,89",2019-05-17,day,58,2024-01-08
0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4,2rMAtCaTj16NptyVfEIeAC,Cash Shit (feat. DaBaby),62y3BHKehWnb1hlaPclDAA,"181bsRPaVXVlUKXrxwZfHK,4r63FhuTkUYltbVAg5TQnk","Megan Thee Stallion,DaBaby","8371603,11554890","77,78",2019-05-17,day,66,2024-01-08
0.794,0.44,0,-7.861,0,0.131,0.0806,0.0,0.198,0.276,138.024,202454,4,0GwYkXgQdqY4dyRffHw3HT,Have Mercy,62y3BHKehWnb1hlaPclDAA,0huGjMyP507tBCARyzSkrv,Cordae,1998189,66,2019-07-26,day,60,2024-01-08
0.882,0.775,10,-4.986,1,0.334,0.0738,0.0,0.701,0.805,98.023,256967,4,4EnEGf9JzAJhF1XNY9DJcD,"West Coast (feat. Blueface, ALLBLACK & YG)",62y3BHKehWnb1hlaPclDAA,"02kJSzxNuaWGqwubyUba0Z,3Fl1V19tmjt57oBdxXKAjJ,1cutd8e41XvxXnFPOFIxMD,0A0FS04o6zMoto8OKPsDwY","G-Eazy,Blueface,ALLBLACK,YG","5198099,6560895,81511,3205645","74,66,46,72",2019-03-28,day,55,2024-01-08
0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253,5,4XiGKQqbmnMVxDzUj6j3f2,Worth It,62y3BHKehWnb1hlaPclDAA,7meyrw7Or5DwteYxDJrkCM,YK Osiris,1688459,56,2019-02-08,day,67,2024-01-08
0.747,0.647,1,-6.305,1,0.291,0.0743,1.27e-06,0.129,0.513,76.48,153783,4,1EvSBVwDCnIl0UkeeJbayT,Madd,62y3BHKehWnb1hlaPclDAA,"1A9MaQtsXXPcvrowds6xls,5c12unix5QLc4qFMW65txN","Pooh Gutta,Piggy","886,87","13,0",2018-12-05,day,6,2024-01-08
0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4,2nKYHpmwjLaEOXS3o7QMiz,Baby,62y3BHKehWnb1hlaPclDAA,"6i392l38cR3uBPF0DbNs7S,5f7VJjfbwm532GiveGC0ZK,4r63FhuTkUYltbVAg5TQnk","Quality Control,Lil Baby,DaBaby","1316469,16366093,11554890","64,86,78",2019-07-17,day,60,2024-01-08
0.857,0.446,1,-12.778,1,0.902,0.215,0.0,0.0964,0.327,100.122,112800,4,1YR9iNGXtsbrd8deR9ULDD,Jesus Is The One (I Got Depression),62y3BHKehWnb1hlaPclDAA,"1UH80jhsYsFztK0anu2FNS,1rHOtdmGNr5vcYNw5v7QGC","Zack Fox,Kenny Beats","156078,195928","51,60",2019-06-14,day,54,2024-01-08
0.783,0.598,10,-10.59,1,0.292,0.328,0.0,0.118,0.452,97.011,160713,4,6aD0Es1eyfVqpYZKJm9WkC,Asshole,62y3BHKehWnb1hlaPclDAA,3tqosLbNFNekyZyO2KJ6qd,Mike Sherm,496130,64,2017-01-27,day,67,2024-01-08
0.815,0.616,2,-8.661,1,0.107,0.173,0.0,0.142,0.362,105.068,208776,4,2EBhkPa6ZeNfRE8VpEXrpg,Imma Dog (feat. Mike Sherm & Nef the Pharaoh),62y3BHKehWnb1hlaPclDAA,"53IZaGmciXOiYEJ9GzakSM,3tqosLbNFNekyZyO2KJ6qd,3DiSC0nSNNWpPy5ZK3mcrz","Shawn Eff,Mike Sherm,Nef The Pharaoh","6395,496130,173876","29,64,43",2018-11-16,day,43,2024-01-08
0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067,4,2B9wgj9XzbJZLty03PRbVo,Bezerk (feat. A$AP Ferg),62y3BHKehWnb1hlaPclDAA,"0c173mlxpT3dSFRgMO8XPh,6q3p11nP1p80Ey6LrOOSed,5dHt1vcEm9qb8fCyLcB3HL","Big Sean,Hit-Boy,A$AP Ferg","11115824,79486,3710766","75,53,69",2019-08-26,day,55,2024-01-08
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),62y3BHKehWnb1hlaPclDAA,"50co4Is1HCEo8bhOyUWKpn,5f7VJjfbwm532GiveGC0ZK","Young Thug,Lil Baby","9355686,16366093","83,86",2019-08-16,day,70,2024-01-08
0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,1sBkRIssrMs1AbVkOJbc7a","Drake,Rick Ross","83626299,7103142","96,76",2019-06-15,day,79,2024-01-08
0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4,5WnfnSpuNEGXyEt78PBA6d,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",62y3BHKehWnb1hlaPclDAA,"1iNqsUDUraNWrj00bqssQG,70gP6Ry4Uo0Yx6uzPIdaiJ,6U3ybJ9UHNKEdsH7ktGBZ7,0NcPKaSNIHAM2RfioH9vMT,07V3atNq2TyPNDYmzp6Dyy,0vaKiuLwFJLVU664A8GTjE,30C5wgn4celhRP3Tytv7R6,21dooacK2WGBB5amYvKyfM,6PDLwWvgYNMfBRLqC1h5cJ,2rhFzFmezpnW82MNqEKVry","Dreamville,Bas,JID,Guapdad 4000,Reese LAFLARE,Jace,Mez,Smokepurpp,Buddy,Ski Mask The Slump God","608984,545807,1518821,116252,94638,7221,14064,2436107,236014,5634073","66,66,78,52,49,47,49,56,55,72",2019-07-05,day,68,2024-01-08
0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4,67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface) [Remix],62y3BHKehWnb1hlaPclDAA,"0ErzCpIMyLcjPiwT4elrtZ,3Fl1V19tmjt57oBdxXKAjJ","NLE Choppa,Blueface","7400887,6560895","79,66",2019-06-20,day,72,2024-01-08
0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4,5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),62y3BHKehWnb1hlaPclDAA,"7rkW85dBwwrJtlHRDkJDAC,20sxb77xiYeusSH8cVdatc","NAV,Meek Mill","3426047,7704881","72,73",2019-03-26,day,64,2024-01-08
0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,4,4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),62y3BHKehWnb1hlaPclDAA,"1cNDP5yjU5vjeR8qMf4grg,0ceH34CATvfgphxnLRWFkm","YNW Melly,9lokknine","9987188,461484","72,58",2019-08-09,day,65,2024-01-08
0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4,1000nHvUdawXuUHgBod4Wv,Panini,62y3BHKehWnb1hlaPclDAA,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12449695,75,2019-09-13,day,72,2024-01-08
0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4,5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),62y3BHKehWnb1hlaPclDAA,"50co4Is1HCEo8bhOyUWKpn,2hlmm7s2ICUX0LVIhVFlZQ","Young Thug,Gunna","9355686,6520604","83,84",2019-08-16,day,73,2024-01-08
0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),62y3BHKehWnb1hlaPclDAA,"7bXgB6jMjp9ATFy66eO08Z,3TVXtAsR1Inumwj472S9r4","Chris Brown,Drake","20955452,83626299","86,96",2019-06-28,day,80,2024-01-08
