danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.897,0.474,2,-9.652,1,0.322,0.503,0.0,0.0878,0.257,105.042,86256,4,6qCKYQfjmZtDl5BmRtX9Sc,Freestyle,"2JC7YH9Umra4Zc8mseZsRD,277jOUSGN5AKoZoDxvfmUP","Going Global Records,Young Star 6ixx","8531,14925","35,27",2022-02-11,day,33,2023-12-19
0.799,0.551,2,-10.775,0,0.205,0.718,0.0,0.0876,0.314,104.945,148571,4,6xn2xpprWdSyUv8IzmhSmn,Try Jesus,"2JC7YH9Umra4Zc8mseZsRD,4OAh7q2iOF6YICeoDbn0CS","Going Global Records,Toppy Boss","8531,19","35,3",2022-02-11,day,7,2023-12-19
0.883,0.457,2,-9.574,0,0.372,0.343,0.0,0.0926,0.132,105.124,148571,4,5xLAotti74uiWMut0XFLbg,Since When,"2JC7YH9Umra4Zc8mseZsRD,5n8bQpfGmSb1HcU2DSfefT","Going Global Records,Skem","8531,79","35,0",2022-02-11,day,3,2023-12-19
0.928,0.428,2,-11.112,0,0.332,0.281,0.0,0.0925,0.221,104.983,148571,4,7A4ZI9TUiJDuVEPxKKDapf,New K,"2JC7YH9Umra4Zc8mseZsRD,40hfAj6oxHglI5VyqaLZ6C","Going Global Records,M Vik","8531,86","35,1",2022-02-11,day,8,2023-12-19
0.75,0.292,7,-14.135,1,0.447,0.691,0.000147,0.113,0.686,94.626,172227,4,7KW4zjirMFkTCQKHuLgF2k,GET,"2JC7YH9Umra4Zc8mseZsRD,0y99Nr0Ysu2JSWqUqHoGb5,2DDEfzEolFuaKQ8Pmnnr9k","Going Global Records,GSD Menace,Bobby Dan","8531,99,1","35,0,0",2022-02-11,day,2,2023-12-19
0.682,0.526,7,-9.788,0,0.518,0.198,1.98e-05,0.0898,0.306,118.077,151425,4,1gIcdFAmUjcQUaoLp4Vszp,STK,"2JC7YH9Umra4Zc8mseZsRD,4LjT4i9cwSPFJ6EpudsgMR","Going Global Records,Malachii","8531,397","35,0",2022-02-11,day,6,2023-12-19
0.922,0.45,2,-10.999,0,0.408,0.438,0.0,0.345,0.208,105.053,173555,4,5jjeogeaLGS43zThkurWJN,Reverse The Hearse,"2JC7YH9Umra4Zc8mseZsRD,58GP6t4N8aiJkHTOM41ECz","Going Global Records,Plumpy Boss","8531,20294","35,29",2022-02-11,day,15,2023-12-19
0.633,0.701,2,-7.157,1,0.241,0.248,5.84e-06,0.123,0.307,99.799,187272,4,1zti1oDBOIp2VQIsBwXAbR,8:45,"2wFgrYh6XSnQHwRkOdJsB8,1AKDQSYf0qjiy6b5z8z1KZ","Enzo Ronin,Young General","10,235","0,4",2022-02-08,day,0,2023-12-19
0.771,0.397,1,-10.679,0,0.0911,0.052,0.0,0.188,0.0995,101.033,164188,4,5MZPh8WezU8gwLPIO2kB0l,Nah kill ah soul,1AKDQSYf0qjiy6b5z8z1KZ,Young General,235,4,2022-02-05,day,0,2023-12-19
0.703,0.691,10,-3.655,0,0.231,0.478,4.01e-05,0.132,0.177,103.98,159229,4,0n5dP6IQwiXyx4j52iPDtZ,Slowly,"2JC7YH9Umra4Zc8mseZsRD,4OAh7q2iOF6YICeoDbn0CS","Going Global Records,Toppy Boss","8531,19","35,3",2022-02-10,day,2,2023-12-19
0.798,0.727,3,-2.919,0,0.0471,0.0679,0.0,0.385,0.237,103.997,156921,4,2xo7Z7UTvku5vgbqvRx3ss,Fully Active,"2JC7YH9Umra4Zc8mseZsRD,7tnzhcb2y0dtPFIFVTp0A4","Going Global Records,Tafari","8531,25770","35,22",2022-02-10,day,7,2023-12-19
0.697,0.524,3,-8.412,0,0.401,0.0772,0.0,0.31,0.32,64.86,148167,5,6hpvTwUauzDduqpt5x3USP,Speak Fluent,"2JC7YH9Umra4Zc8mseZsRD,0UYwfX94ZK9z24YwIjANDD","Going Global Records,Mafi","8531,243","35,24",2022-02-10,day,1,2023-12-19
0.834,0.64,3,-4.056,0,0.0758,0.0651,0.000263,0.179,0.206,103.947,156921,4,1Yry2jkwyGVvCdsN0XtpCq,Savage,"2JC7YH9Umra4Zc8mseZsRD,277jOUSGN5AKoZoDxvfmUP","Going Global Records,Young Star 6ixx","8531,14925","35,27",2022-02-10,day,2,2023-12-19
0.62,0.512,3,-5.09,0,0.224,0.182,0.000455,0.111,0.0724,138.666,154614,5,5DWLz9pXSo9o2BKsnMeukK,Sick,"2JC7YH9Umra4Zc8mseZsRD,52hLbiHfJsarTXovhOd3qC","Going Global Records,Wacko Dan","8531,16452","35,32",2022-02-10,day,19,2023-12-19
0.551,0.592,11,-4.585,0,0.0551,0.871,0.0,0.12,0.538,145.075,240048,4,5Gzm3nV4Jg9w1PQPMAiZSi,Dominant,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2022-02-18,day,23,2023-12-19
0.748,0.492,2,-4.65,1,0.323,0.92,0.0,0.112,0.557,103.769,150000,4,0HsgZuIlwDfmSaEZNjlAtI,Chip Pun File,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2022-01-14,day,17,2023-12-19
0.828,0.759,1,-6.047,1,0.0722,0.474,0.0,0.112,0.696,113.984,155789,4,5SlDIjQ3B2hvyMEv3oTeAN,Greatest,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2021-11-05,day,8,2023-12-19
0.757,0.743,1,-4.789,1,0.102,0.495,0.0,0.113,0.603,113.265,155789,4,5FrH5MbBRm86z3xRyuEK27,See Meh Fall,2rKUiOCTXp1YYvsPLTed0P,2 Gun,111,1,2021-11-05,day,0,2023-12-19
0.769,0.779,1,-6.017,1,0.0449,0.332,0.0,0.206,0.377,113.966,145263,4,3y0f80dchJZ7ITcM8BbIRy,A Class Gyal,4cDQO3NM8cURew5tdHkfrd,Lawless,13254,28,2021-11-05,day,0,2023-12-19
0.637,0.73,3,-2.438,0,0.213,0.547,0.0,0.166,0.407,68.408,184800,5,5A5GSfw2X8pmEBNXEmZvsd,Bad Like We,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-02-23,day,24,2023-12-19
0.629,0.469,5,-9.109,0,0.59,0.202,0.0,0.59,0.327,98.96,120555,4,5Wf7YYyF4ypPtlsIwrsqiS,Big Guns,4GjfdRM9UmdLr6pxyLZrNV,Jeff Fullyauto,24446,37,2022-02-11,day,46,2023-12-19
0.542,0.467,10,-11.838,0,0.354,0.298,0.0,0.116,0.315,66.709,187488,5,6hEZPZ2LhlqLXuqZX0R1vO,Get Rich,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2022-03-11,day,25,2023-12-19
0.488,0.578,0,-6.425,0,0.366,0.769,0.000316,0.107,0.463,68.92,159184,3,0kMeVyvmcjzrCQ81yf5AzW,One Day,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2021-10-01,day,17,2023-12-19
0.564,0.473,3,-13.156,0,0.561,0.489,0.0,0.124,0.484,128.961,161633,5,2GTCHYLpnrsMY5JR2w3qTd,Get Ditch,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2022-03-12,day,20,2023-12-19
0.58,0.427,7,-9.83,1,0.0775,0.88,0.0,0.121,0.359,96.091,195030,4,1wozOPQRw1FI0DjSpdH59E,Caribbean Beauty,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2022-03-09,day,7,2023-12-19
0.944,0.691,10,-3.577,0,0.263,0.155,0.0,0.0986,0.712,99.986,175256,4,51rvkgzEuNkYYaTMcLVIPN,Big Song,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-03-25,day,14,2023-12-19
0.675,0.49,1,-11.018,0,0.498,0.371,0.0,0.107,0.354,110.909,191319,4,6yAhQv5K20Y1I2J4yrIknU,Apply Pressure,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2022-03-24,day,24,2023-12-19
0.577,0.432,10,-11.338,0,0.297,0.255,0.0,0.289,0.402,140.101,192052,5,3Gs4ZnEz31cQv7paVggSGM,Bleach Out Jeans,"4W1YDUIlG2VramwT3zKYah,1rfMUXJ4sDKRFGXM1Y694N,4uDhjNkgDFalbcAszCT36E","Mountainside Music,FAMOH,Cozier","811,0,417","3,0,23",2021-12-20,day,0,2023-12-19
0.805,0.624,5,-8.903,0,0.261,0.629,0.000124,0.133,0.275,105.049,184955,4,26elK375Nrt73DkOcSJVvI,Freestyle,"4W1YDUIlG2VramwT3zKYah,2Z2ttTDzbwUhfMWVt246Vg","Mountainside Music,Bonez 6ixx","811,32","3,1",2022-02-21,day,0,2023-12-19
0.744,0.565,4,-7.578,0,0.0883,0.465,0.0,0.223,0.772,99.942,224000,4,3KL2YPlSsp68D1uYsX1NfJ,In It To Win It,"6CxUKwVnCBKKP60XMvnMOL,2F6Rwo9PLMBf1nQsdAJ4pw","Jahllano,Bada Dan","19787,40","24,2",2022-03-31,day,12,2023-12-19
0.892,0.776,1,-5.007,1,0.208,0.313,1.06e-06,0.114,0.734,133.482,180273,4,2yhSSTHmHMw7UVciSo80ey,Feel It,"10AVFI86WCq4tNhY31g6FL,3koUXwy5R38DSWqJ20mUT1","Yung Bredda,Optimus Productionstt","34900,551","38,22",2022-03-16,day,40,2023-12-19
0.767,0.743,8,-6.519,1,0.232,0.103,0.0,0.105,0.638,105.962,163082,4,1i3R74V6wAtdiE53EqYwgT,Nothing Bout Badness,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2022-04-10,day,5,2023-12-19
0.674,0.4,1,-10.104,1,0.0703,0.937,8.05e-06,0.24,0.637,99.888,177600,4,4Mr0nv9Z0cevWkl9hRC3XF,Prosperity,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2022-03-08,day,1,2023-12-19
0.643,0.814,0,-4.039,0,0.308,0.72,0.0,0.121,0.52,131.881,159184,5,3RZXNx4hldQ1yjv9dr2IrE,Greatest Riches,"2sBexSi4NCVNN9ONd2rOKa,3PCR0hmrgLLiWcCO64NYjl","2 GUN,Warrior","1,2688","0,15",2021-10-01,day,1,2023-12-19
0.491,0.545,0,-7.304,0,0.158,0.713,1.2e-05,0.114,0.422,101.66,180000,4,731Y4210aiPv87Df6wGfLl,The Greatest,4cDQO3NM8cURew5tdHkfrd,Lawless,13254,28,2021-10-01,day,1,2023-12-19
0.585,0.703,0,-4.44,0,0.483,0.734,0.0,0.11,0.53,74.924,161633,3,38yQtQPiqNxn1VXq4pdTvo,Fatally,"5EsCbG7ZqKDZP0CAESy0v2,3aajqT4mg3NqrYWvcE1h7X","Born King,Power","223,15","11,0",2021-10-01,day,1,2023-12-19
0.682,0.57,0,-7.668,0,0.196,0.652,5.66e-06,0.111,0.494,131.903,208163,5,4qJjTwbCxcu57QDl1XzDxn,Revelation,3bJ6gnTDrlHSMszDydll2L,Orlando Octave,12239,23,2021-10-01,day,4,2023-12-19
0.792,0.662,0,-3.456,0,0.215,0.697,0.0,0.209,0.723,97.858,171429,4,1XcfSUlG0ryfdmafvsGpaI,7th Seal,3196qOXihCTtj9iVVAX3qs,King Bana,6,0,2021-10-01,day,1,2023-12-19
0.737,0.533,0,-6.466,0,0.213,0.948,0.000243,0.15,0.561,97.991,181224,4,5rr7PMVJ7qnKdNphEMtV1Q,No Religion,0TeHv23w6TOqGzmF1ZeD4i,Beat,55,0,2021-10-01,day,3,2023-12-19
0.571,0.624,0,-5.72,0,0.062,0.761,0.0,0.161,0.393,125.761,159184,5,1DjIXSpdDtdvFN4iwpAiAz,Protect Me,3oPS5gQSuTmiuCDWQo2Mdw,Sin Sin,535,5,2021-10-01,day,0,2023-12-19
0.785,0.417,7,-11.24,1,0.167,0.674,0.0,0.091,0.617,143.865,156667,4,6MGsu7BzWau3iqvLoWrAPI,Money Romance,"27GA6NMM69byd5ankSWsXw,6QJrx4J9XqIxXUBhacoJHC","Hey Choppi,Medz Boss","3785,33706","30,26",2022-04-15,day,16,2023-12-19
0.68,0.427,0,-11.624,0,0.466,0.578,1.8e-06,0.186,0.395,99.824,177600,4,757xayMCIi5uSyZBxKtgzh,Lil,7Cp6h3fC0PPecAmsSb2lRJ,Bobo & Beans,1064,3,2022-01-20,day,7,2023-12-19
0.919,0.355,1,-13.421,1,0.517,0.32,0.0,0.139,0.16,100.98,211017,4,1G2vy1av4dlnJh8ArqTmoC,Demons,"2JC7YH9Umra4Zc8mseZsRD,52hLbiHfJsarTXovhOd3qC","Going Global Records,Wacko Dan","8531,16452","35,32",2022-03-15,day,11,2023-12-19
0.756,0.372,1,-13.957,1,0.813,0.256,0.0,0.131,0.468,96.037,168000,4,134SeysjIGCD53ivL4T3g9,Why,"2JC7YH9Umra4Zc8mseZsRD,52hLbiHfJsarTXovhOd3qC","Going Global Records,Wacko Dan","8531,16452","35,32",2022-03-15,day,18,2023-12-19
0.633,0.43,9,-12.983,0,0.536,0.485,0.0,0.113,0.515,122.545,200816,5,1bkFfbXPkVpxjZAb8Ic0IO,Active,"2JC7YH9Umra4Zc8mseZsRD,52hLbiHfJsarTXovhOd3qC","Going Global Records,Wacko Dan","8531,16452","35,32",2022-03-15,day,14,2023-12-19
0.521,0.362,6,-12.446,0,0.127,0.0883,0.000135,0.111,0.247,97.223,189902,4,6iCX65n3r8qgWS3a9JloTa,Cya Leave,"2JC7YH9Umra4Zc8mseZsRD,52hLbiHfJsarTXovhOd3qC","Going Global Records,Wacko Dan","8531,16452","35,32",2022-03-15,day,8,2023-12-19
0.754,0.576,4,-9.108,0,0.396,0.066,0.0,0.0837,0.242,99.939,158400,4,68n9lwnJgOzHWyB3XbjIQL,Pitch Out,"3UwGbC4Sl9MmonrpWo6grS,65O3QUAeUUs925oniksGJp,0dUCgtuvTnnLNohdnNECkL","Boy Boy,DJ Smo,Reid Waters","28641,417,189","39,29,29",2022-04-22,day,44,2023-12-19
0.658,0.345,5,-8.223,0,0.345,0.573,0.0,0.11,0.596,185.72,206643,4,1reXHIzi34xpFq1XnHPR37,Stronger,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2022-04-12,day,4,2023-12-19
0.717,0.486,11,-6.127,1,0.472,0.472,0.0,0.0959,0.313,120.527,198261,5,07a31X5Hn89u4rC3sU6NyB,Cyat Ting,11ODkITb8E6t7OIesM1vqv,Tokeii,1596,8,2022-04-24,day,11,2023-12-19
0.617,0.659,10,-4.572,0,0.371,0.34,0.0,0.113,0.514,67.274,175200,5,3YixPSGE3Q5OqLLnEKeHEH,Nuh Take Chat,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2022-04-05,day,25,2023-12-19
0.784,0.327,3,-11.837,0,0.0644,0.157,0.0,0.11,0.182,103.959,166152,4,0agQ8BFHwRjjC60UlimrOX,Free Kartel,"6J8dvJPNJjACbcuIjzsirY,6jZBjkvVS8ZomkJzffljUE","Fully 8 Recordz,Tafari","2306,464","10,3",2022-05-13,day,15,2023-12-19
0.953,0.455,0,-12.387,1,0.316,0.36,0.0,0.157,0.66,113.056,143789,4,7JOil4DFL3mgC5ZiDr82TG,Face Beat,4VF0sdPSFLYdVWF6FRK6OK,Father Philis,9795,28,2022-03-05,day,43,2023-12-19
0.795,0.797,2,-1.092,1,0.24,0.134,0.0,0.584,0.182,108.036,160000,4,5eBM09BVWX434VW6EQ3xL3,Gyallis,"3NNndNeIufzflgpHZy5obj,6QJrx4J9XqIxXUBhacoJHC","Daan Chorus,Medz Boss","437,33706","5,26",2022-04-20,day,8,2023-12-19
0.797,0.354,1,-11.319,1,0.277,0.152,0.0,0.131,0.295,104.015,170841,4,5qXGOAL4s1ape4mcCvjTtJ,8 Campaign,"6J8dvJPNJjACbcuIjzsirY,0xnwFKJzKoFbFeDs973lyi","Fully 8 Recordz,Skelly","2306,88","10,19",2022-05-13,day,8,2023-12-19
0.717,0.311,6,-13.163,1,0.313,0.107,0.0,0.0777,0.251,103.881,190224,4,0PQ3SM39pMcSXzt0WL9T5b,Hokus Pokus,"6J8dvJPNJjACbcuIjzsirY,3NNndNeIufzflgpHZy5obj","Fully 8 Recordz,Daan Chorus","2306,437","10,5",2022-05-13,day,5,2023-12-19
0.634,0.77,1,-4.802,1,0.218,0.311,0.0,0.171,0.313,175.872,244933,4,0p9mUcff7qINBXbt20PY36,Punani Imperial,"3J7r4VsNmuWixU0nXvyPd8,2Jv0w50BNaGlwnXpq69HGm","Kalash,Prince Swanny","655526,110479","59,42",2022-04-29,day,42,2023-12-19
0.737,0.556,11,-5.579,0,0.22,0.283,0.0,0.329,0.547,150.884,244768,4,5CetNFYZk68iCFCSWjbmtM,Dead Boi,"6QJrx4J9XqIxXUBhacoJHC,09CgCmW9nrYOJswLZHJjO6","Medz Boss,Trigga","33706,114","26,10",2022-05-07,day,6,2023-12-19
0.736,0.558,11,-7.813,0,0.197,0.342,0.0,0.11,0.124,99.692,201648,4,4K8ritPgmln8gEii4rzp5C,Die Tonight,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2022-03-15,day,18,2023-12-19
0.488,0.572,2,-9.055,0,0.306,0.189,0.0,0.144,0.397,91.065,145803,4,3g8bUji8bmAWvQ5mAWWJi1,Yours Truly,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2022-05-21,day,21,2023-12-19
0.662,0.453,4,-9.03,0,0.682,0.405,0.0,0.0738,0.373,105.023,206857,4,0PDnxaRGq79hWL4BoY4A0n,Daily,"6CxUKwVnCBKKP60XMvnMOL,4pP4fxW65oev1NdRd2Fbn7","Jahllano,Jahshii","19787,72541","24,39",2022-05-22,day,6,2023-12-19
0.894,0.626,1,-4.764,1,0.216,0.547,0.0,0.083,0.477,99.96,196800,4,5G466Gbja3rdzdYco239BN,Nuh Take Chat - Extended Mix,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2022-06-01,day,14,2023-12-19
0.613,0.465,2,-7.489,1,0.408,0.333,0.0,0.101,0.151,106.209,220000,3,6WWtM0iRuSHgQwMcdECa27,Differently,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2022-05-26,day,32,2023-12-19
0.707,0.384,0,-10.819,0,0.6,0.5,0.0,0.109,0.453,75.015,178014,3,5zMEWgizE64QXMe0Ajqouo,King Kong,"7Cp6h3fC0PPecAmsSb2lRJ,5eyQNZzeKGAeoqV7OLfAtY","Bobo & Beans,Jasse","1064,123","3,5",2022-01-20,day,3,2023-12-19
0.621,0.385,1,-10.404,0,0.413,0.257,1.73e-06,0.0828,0.34,130.637,203337,5,3a7yIEqX5SELrESul1ELjn,Rich Badness,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-05-31,day,6,2023-12-19
0.503,0.551,5,-5.62,1,0.35,0.724,0.0,0.108,0.541,191.217,148470,4,6IkTCdQdesX4y9fEjKrVn5,My Time,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-05-31,day,11,2023-12-19
0.925,0.335,0,-8.031,0,0.216,0.299,0.0,0.0709,0.659,98.082,196106,4,0aoTkqXBkjHn6Upg31J9jR,Iphone 12,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-05-31,day,8,2023-12-19
0.775,0.412,1,-11.587,1,0.387,0.166,0.0,0.123,0.578,108.949,164140,4,7v10XwnuT4XJq5oS57f7gG,Big Back,"5lNzZzqn2pOmP4dFuPluNF,3WJps7HNM1yNBed5t6ptQJ","Shade Mischif,Lady Lava","1,934","0,15",2022-06-07,day,0,2023-12-19
0.549,0.558,10,-7.109,1,0.495,0.331,0.0,0.105,0.25,67.361,240577,5,5nDmYjogXKkgPm1xyVaC5r,Heart Grief,7c8WSGTjxRP9sOob1KukJA,Kalonji,32939,29,2022-06-28,day,23,2023-12-19
0.894,0.48,5,-8.283,1,0.235,0.693,0.0,0.107,0.381,94.975,164284,4,3lwIOzWr7pFcgpY4NYofdD,Keep It Real,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2022-06-23,day,6,2023-12-19
0.6,0.48,5,-7.751,0,0.328,0.351,1.58e-06,0.123,0.688,126.434,196545,5,6vkvYx46FskrDBNvYIxvJS,The Best,6CxUKwVnCBKKP60XMvnMOL,Jahllano,19787,24,2022-06-13,day,5,2023-12-19
0.66,0.645,9,-4.442,0,0.473,0.253,9.49e-05,0.103,0.341,100.162,177605,4,7JSt8uiLKkqKpFYy6TUSl6,Askel,"3iWwLfjZAKzmAB57v38i45,6jcSOT54WIEgWu8pVtyTOG","Raskality,Ragz To Richez","5666,308","14,27",2022-06-24,day,1,2023-12-19
0.856,0.589,0,-7.197,0,0.161,0.0683,0.0,0.0976,0.531,103.021,207125,4,4XpgiCs4NJbQSW4niQkm0o,Light It Up,"6fanvfSBKMMExePwhUq8Mi,0uNHvvSHwND1DgjDWl9nJE","K Lion,Cashan","39431,555","29,20",2022-04-20,day,8,2023-12-19
0.727,0.577,1,-7.423,0,0.112,0.715,0.0,0.111,0.307,90.044,181394,4,1Kmw6jCOBXFzJtZpELdNdd,Govern,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2022-07-01,day,22,2023-12-19
0.755,0.395,10,-11.467,1,0.434,0.0185,0.0,0.146,0.101,68.656,225745,5,4ZG7m26e9GvVSooMqEjdMh,GSF Badness,"2JC7YH9Umra4Zc8mseZsRD,0PC8mhJwp2zZ8XFELC95bA,52hLbiHfJsarTXovhOd3qC","Going Global Records,Cj Dan,Wacko Dan","8531,36,16452","35,1,32",2022-06-29,day,10,2023-12-19
0.811,0.396,5,-8.775,1,0.101,0.474,0.0,0.113,0.252,96.091,160752,4,0paMeC8Ss4CAcP7qbH1DcN,Dear God,"4GjfdRM9UmdLr6pxyLZrNV,2ZoRuY63B7fzl9HaKjlWoF","Jeff Fullyauto,Weekday","24446,984","37,43",2021-11-19,day,39,2023-12-19
0.749,0.558,1,-7.036,1,0.217,0.166,0.0,0.0979,0.58,168.043,162865,4,6vxN75DIe6RWQBIIud4ILK,Dutty Song,"4GjfdRM9UmdLr6pxyLZrNV,7hWaGGtpmVl4GvriwUpHSA","Jeff Fullyauto,Rajev Caution","24446,215","37,32",2022-06-19,day,50,2023-12-19
0.523,0.628,11,-7.023,0,0.428,0.193,0.000146,0.628,0.665,125.123,159264,5,2FYlNtraxNoJ3Mak0PukkB,Malandro Lifestyle,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-07-22,day,12,2023-12-19
0.605,0.509,1,-8.722,0,0.464,0.468,0.0,0.0876,0.267,100.132,174275,4,33pPkol9SlNdvievtq2GGg,Topic,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2022-07-26,day,19,2023-12-19
0.486,0.634,6,-8.365,0,0.273,0.0885,0.0,0.122,0.531,149.441,212223,4,15fEhxXm3R1IbnyXWrTkC0,Give Thanks,"4W1YDUIlG2VramwT3zKYah,1bLMwR1E1MIAK4H1BZSXRD,6CxUKwVnCBKKP60XMvnMOL","Mountainside Music,Skripturez,Jahllano","811,14,19787","3,0,24",2022-08-11,day,1,2023-12-19
0.724,0.611,1,-6.756,0,0.429,0.122,0.0,0.0803,0.778,91.105,159138,4,5hGxzt32Rtx8r51f8sVrPG,Bag Ah Weed,"4W1YDUIlG2VramwT3zKYah,1rfMUXJ4sDKRFGXM1Y694N,1bLMwR1E1MIAK4H1BZSXRD","Mountainside Music,FAMOH,Skripturez","811,0,14","3,0,0",2022-08-11,day,0,2023-12-19
0.69,0.603,0,-6.007,1,0.0384,0.0618,0.0,0.0843,0.418,88.53,181750,4,7nBBjXlBvsYWhwgQGp2WKz,1 Up,"4W1YDUIlG2VramwT3zKYah,3UwGbC4Sl9MmonrpWo6grS","Mountainside Music,Boy Boy","811,28641","3,39",2022-08-11,day,0,2023-12-19
0.461,0.667,4,-6.602,0,0.187,0.603,0.0,0.219,0.302,83.321,187376,4,1jOeXRTzK2g6qKoTbhVtWi,Against The World,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2022-08-05,day,22,2023-12-19
0.704,0.397,11,-10.797,1,0.319,0.165,1.49e-06,0.138,0.347,127.471,163584,5,2aHZP3uJSuVGRS0NlephhZ,Me Alone,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,16,2023-12-19
0.685,0.638,0,-6.925,0,0.45,0.827,1.54e-06,0.113,0.517,118.052,205440,5,0qXt6rKeYeIHKfm5LGC0yV,Paranoid,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,15,2023-12-19
0.466,0.718,5,-7.601,1,0.236,0.283,0.0,0.107,0.254,70.368,182443,3,3EOyDe8uORCmWmiVsC7VId,Avoid Me,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,10,2023-12-19
0.6,0.692,11,-6.417,1,0.289,0.165,0.0,0.276,0.386,127.727,180075,5,5dCs66iNwIAQ110k7XUB2W,Pandemic,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,7,2023-12-19
0.595,0.594,8,-7.926,1,0.146,0.521,0.0,0.136,0.393,57.272,181419,5,03SIjZtsI2zfWhEapnSWqT,Behind My Eyes,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,11,2023-12-19
0.608,0.619,2,-6.516,1,0.0702,0.227,0.0,0.0855,0.0979,122.356,216043,5,4P5zO3RAZy3gTFWiUeCAIa,Burial Ground,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,11,2023-12-19
0.921,0.445,1,-11.686,0,0.16,0.158,0.0367,0.0761,0.691,95.005,142784,4,6UjGbyQ8EnS6MVYNVr3qun,Load D Clip,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2022-09-01,day,31,2023-12-19
0.925,0.376,4,-12.443,1,0.194,0.666,0.0,0.104,0.714,102.085,145946,4,5kvrFtZQEQ6xYhriLyulFd,Change,3UwGbC4Sl9MmonrpWo6grS,Boy Boy,28641,39,2022-07-02,day,15,2023-12-19
0.493,0.659,5,-3.853,0,0.353,0.238,0.0,0.193,0.318,81.698,167852,4,37NmSma5VIYaEaiQgMuoVO,Fully Six,52hLbiHfJsarTXovhOd3qC,Wacko Dan,16452,32,2022-08-26,day,26,2023-12-19
0.606,0.378,9,-14.694,0,0.318,0.569,0.0,0.0969,0.436,128.583,202952,5,5DKuyqt5V20dmn7RX3cisB,Outcast,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2021-09-10,day,34,2023-12-19
0.684,0.479,6,-12.356,0,0.2,0.384,0.0,0.111,0.21,126.09,177846,5,6Itc5Cztzw2TKPHD0nU2II,Paranoid,3IDfJpj4YVkaBl7Dd52Pxv,Byron Messia,61748,61,2021-09-10,day,30,2023-12-19
0.64,0.615,8,-6.141,0,0.158,0.328,0.0,0.0839,0.349,128.905,183711,5,2mQYc7RE859jb1mAMPWaJx,Killa Vybe,27Wmihskck8Oqi5h4uB8nh,Khid,368,2,2021-08-20,day,9,2023-12-19
0.785,0.555,4,-7.794,0,0.202,0.522,0.0,0.178,0.19,95.091,156638,4,2iP56OQQCdhiP8GTP8gwJu,How Dem Feel,"2MuuAt4UaBpracdBrvmL7O,5Udy2IkFrw0nS0oOOBW82W","Tadre,Lenoi Bentley","186,23","1,3",2022-08-07,day,8,2023-12-19
0.506,0.625,10,-7.46,0,0.14,0.0362,0.000558,0.123,0.115,141.455,184286,5,1kWZfeetImDrxmiPkSMxd3,SHAKE,"2Jv0w50BNaGlwnXpq69HGm,5FkUhnHQ0KC63549LHHtst","Prince Swanny,Skillibeng","110479,320085","42,59",2022-09-09,day,26,2023-12-19
